1,0,0,0,0,
1,0.001001,0,0,0,
1,0.002002,0,0,0,
1,0.003003,0,0,0,
1,0.004004,0,0,0,
1,0.00500501,0,0,0,
1,0.00600601,0,0,0,
1,0.00700701,0,0,0,
1,0.00800801,0,0,0,
1,0.00900901,0,0,0,
1,0.01001,0,0,0,
1,0.011011,0,0,0,
1,0.012012,0,0,0,
1,0.013013,0,0,0,
1,0.014014,0,0,0,
1,0.015015,0,0,0,
1,0.016016,0,0,0,
1,0.017017,0,0,0,
1,0.018018,0,0,0,
1,0.019019,0,0,0,
1,0.02002,0,0,0,
1,0.021021,0,0,0,
1,0.022022,0,0,0,
1,0.023023,0,0,0,
1,0.024024,0,0,0,
1,0.025025,0,0,0,
1,0.026026,0,0,0,
1,0.027027,0,0,0,
1,0.028028,0,0,0,
1,0.029029,0,0,0,
1,0.03003,0,0,0,
1,0.031031,0,0,0,
1,0.032032,0,0,0,
1,0.033033,0,0,0,
1,0.034034,0,0,0,
1,0.035035,0,0,0,
1,0.036036,0,0,0,
1,0.037037,0,0,0,
1,0.038038,0,0,0,
1,0.039039,0,0,0,
1,0.04004,0,0,0,
1,0.041041,0,0,0,
1,0.042042,0,0,0,
1,0.043043,0,0,0,
1,0.044044,0,0,0,
1,0.045045,0,0,0,
1,0.046046,0,0,0,
1,0.047047,0,0,0,
1,0.048048,0,0,0,
1,0.049049,0,0,0,
1,0.0500501,0,0,0,
1,0.0510511,0,0,0,
1,0.0520521,0,0,0,
1,0.0530531,0,0,0,
1,0.0540541,0,0,0,
1,0.0550551,0,0,0,
1,0.0560561,0,0,0,
1,0.0570571,0,0,0,
1,0.0580581,0,0,0,
1,0.0590591,0,0,0,
1,0.0600601,0,0,0,
1,0.0610611,0,0,0,
1,0.0620621,0,0,0,
1,0.0630631,0,0,0,
1,0.0640641,0,0,0,
1,0.0650651,0,0,0,
1,0.0660661,0,0,0,
1,0.0670671,0,0,0,
1,0.0680681,0,0,0,
1,0.0690691,0,0,0,
1,0.0700701,0,0,0,
1,0.0710711,0,0,0,
1,0.0720721,0,0,0,
1,0.0730731,0,0,0,
1,0.0740741,0,0,0,
1,0.0750751,0,0,0,
1,0.0760761,0,0,0,
1,0.0770771,0,0,0,
1,0.0780781,0,0,0,
1,0.0790791,0,0,0,
1,0.0800801,0,0,0,
1,0.0810811,0,0,0,
1,0.0820821,0,0,0,
1,0.0830831,0,0,0,
1,0.0840841,0,0,0,
1,0.0850851,0,0,0,
1,0.0860861,0,0,0,
1,0.0870871,0,0,0,
1,0.0880881,0,0,0,
1,0.0890891,0,0,0,
1,0.0900901,0,0,0,
1,0.0910911,0,0,0,
1,0.0920921,0,0,0,
1,0.0930931,0,0,0,
1,0.0940941,0,0,0,
1,0.0950951,0,0,0,
